,hashtags,symbols,user_mentions,urls,id,id_str,indices,media_url,media_url_https,url,display_url,expanded_url,type,sizes.thumb.w,sizes.thumb.h,sizes.thumb.resize,sizes.medium.w,sizes.medium.h,sizes.medium.resize,sizes.small.w,sizes.small.h,sizes.small.resize,sizes.large.w,sizes.large.h,sizes.large.resize,tweet_id
983,,[],,,709042081084391424,709042081084391424,"[117, 140]",http://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg,https://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg,https://t.co/7BkkVNu5pd,pic.twitter.com/7BkkVNu5pd,https://twitter.com/dog_rates/status/709042156699303936/photo/1,photo,150,150,crop,1024,1024,fit,680,680,fit,1024,1024,fit,709042156699303936
984,,[],,,708845814165192704,708845814165192704,"[114, 137]",http://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,https://t.co/5DLJB4ssvI,pic.twitter.com/5DLJB4ssvI,https://twitter.com/dog_rates/status/708845821941387268/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,708845821941387268
985,,[],,,708834245947559936,708834245947559936,"[115, 138]",http://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,https://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,https://t.co/Vd2FqHIIGn,pic.twitter.com/Vd2FqHIIGn,https://twitter.com/dog_rates/status/708834316713893888/photo/1,photo,150,150,crop,1024,1024,fit,680,680,fit,1024,1024,fit,708834316713893888
986,,[],,,708810903379005440,708810903379005440,"[88, 111]",http://pbs.twimg.com/media/CdYzwtzUUAAzeYx.jpg,https://pbs.twimg.com/media/CdYzwtzUUAAzeYx.jpg,https://t.co/2KcuJXL2r4,pic.twitter.com/2KcuJXL2r4,https://twitter.com/dog_rates/status/708810915978854401/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,708810915978854401
987,,[],,,708738135744757760,708738135744757760,"[84, 107]",http://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,https://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,https://t.co/wsCB6LFNxD,pic.twitter.com/wsCB6LFNxD,https://twitter.com/dog_rates/status/708738143638450176/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,708738143638450176
988,,[],,,708711077455011842,708711077455011842,"[52, 75]",http://pbs.twimg.com/media/CdXY-FQXIAI5w0X.jpg,https://pbs.twimg.com/media/CdXY-FQXIAI5w0X.jpg,https://t.co/Ah7WlYTUBQ,pic.twitter.com/Ah7WlYTUBQ,https://twitter.com/dog_rates/status/708711088997666817/photo/1,photo,150,150,crop,577,1024,fit,383,680,fit,577,1024,fit,708711088997666817
989,,[],,,708479597491388418,708479597491388418,"[95, 118]",http://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,https://t.co/uC8kUqAz0W,pic.twitter.com/uC8kUqAz0W,https://twitter.com/dog_rates/status/708479650088034305/photo/1,photo,150,150,crop,764,1024,fit,507,680,fit,764,1024,fit,708479650088034305
990,,[],,,708469903859306500,708469903859306500,"[109, 132]",http://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,https://t.co/VwDc6PTDzk,pic.twitter.com/VwDc6PTDzk,https://twitter.com/dog_rates/status/708469915515297792/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,708469915515297792
991,,[],,,708356456928649216,708356456928649216,"[114, 137]",http://pbs.twimg.com/media/CdSWcc2WIAAS0Vd.jpg,https://pbs.twimg.com/media/CdSWcc2WIAAS0Vd.jpg,https://t.co/oSuEGw0BhX,pic.twitter.com/oSuEGw0BhX,https://twitter.com/dog_rates/status/708356463048204288/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,708356463048204288
992,,[],,,708349462943498240,708349462943498240,"[84, 107]",http://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg,https://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg,https://t.co/tK7a0AxQfd,pic.twitter.com/tK7a0AxQfd,https://twitter.com/dog_rates/status/708349470027751425/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,708349470027751425
993,,[],,,708149338376171520,708149338376171520,"[95, 118]",http://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,https://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,https://t.co/VEFkvWCoHF,pic.twitter.com/VEFkvWCoHF,https://twitter.com/dog_rates/status/708149363256774660/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,708149363256774660
994,,[],,,708130917802450944,708130917802450944,"[117, 140]",http://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg,https://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg,https://t.co/XKhobeGuvT,pic.twitter.com/XKhobeGuvT,https://twitter.com/dog_rates/status/708130923141795840/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,708130923141795840
995,,[],,,708119483462905857,708119483462905857,"[76, 99]",http://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,https://t.co/kDamUfeIpm,pic.twitter.com/kDamUfeIpm,https://twitter.com/dog_rates/status/708119489313951744/photo/1,photo,150,150,crop,640,619,fit,640,619,fit,640,619,fit,708119489313951744
996,,[],,,708109384879046656,708109384879046656,"[110, 133]",http://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg,https://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg,https://t.co/mhPSADiJmZ,pic.twitter.com/mhPSADiJmZ,https://twitter.com/dog_rates/status/708109389455101952/photo/1,photo,150,150,crop,575,1024,fit,382,680,fit,575,1024,fit,708109389455101952
997,,[],klbmatty,,708026062568087553,708026062568087553,"[106, 129]",http://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,https://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,https://t.co/5AJs8TIV1U,pic.twitter.com/5AJs8TIV1U,https://twitter.com/dog_rates/status/708026248782585858/video/1,photo,150,150,crop,1200,675,fit,680,383,fit,1280,720,fit,708026248782585858
998,,[],,,707995806666768384,707995806666768384,"[117, 140]",http://pbs.twimg.com/media/CdNOb17WwAA5z4A.jpg,https://pbs.twimg.com/media/CdNOb17WwAA5z4A.jpg,https://t.co/NiQQWzIzzq,pic.twitter.com/NiQQWzIzzq,https://twitter.com/dog_rates/status/707995814724026368/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707995814724026368
999,,[],,,707969786605670405,707969786605670405,"[117, 140]",http://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,https://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,https://t.co/dGoTWNfIsm,pic.twitter.com/dGoTWNfIsm,https://twitter.com/dog_rates/status/707969809498152960/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707969809498152960
1000,,[],,,707776912765132800,707776912765132800,"[117, 140]",http://pbs.twimg.com/media/CdKHWimWoAABs08.jpg,https://pbs.twimg.com/media/CdKHWimWoAABs08.jpg,https://t.co/DB8fyeDs8B,pic.twitter.com/DB8fyeDs8B,https://twitter.com/dog_rates/status/707776935007539200/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707776935007539200
1001,,[],,,707741510117101568,707741510117101568,"[117, 140]",http://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg,https://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg,https://t.co/0nMgoue8IR,pic.twitter.com/0nMgoue8IR,https://twitter.com/dog_rates/status/707741517457260545/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707741517457260545
1002,,[],,,707693564902428672,707693564902428672,"[86, 109]",http://pbs.twimg.com/media/CdI7jDnW0AA2dtO.jpg,https://pbs.twimg.com/media/CdI7jDnW0AA2dtO.jpg,https://t.co/84L4ED9Tpi,pic.twitter.com/84L4ED9Tpi,https://twitter.com/dog_rates/status/707693576495472641/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707693576495472641
1003,,[],,,707610936765390848,707610936765390848,"[98, 121]",http://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,https://t.co/oHKJHghrp5,pic.twitter.com/oHKJHghrp5,https://twitter.com/dog_rates/status/707610948723478529/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707610948723478529
1004,,[],,,707420564403658752,707420564403658752,"[117, 140]",http://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg,https://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg,https://t.co/xOrUyj7K30,pic.twitter.com/xOrUyj7K30,https://twitter.com/dog_rates/status/707420581654872064/photo/1,photo,150,150,crop,810,1200,fit,459,680,fit,1024,1517,fit,707420581654872064
1005,,[],,,707411927010582529,707411927010582529,"[105, 128]",http://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,https://t.co/uQsCJ8pf51,pic.twitter.com/uQsCJ8pf51,https://twitter.com/dog_rates/status/707411934438625280/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707411934438625280
1006,,[],,,707387669630881792,707387669630881792,"[116, 139]",http://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg,https://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg,https://t.co/XP5o7zGn0E,pic.twitter.com/XP5o7zGn0E,https://twitter.com/dog_rates/status/707387676719185920/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707387676719185920
1007,,[],,,707377090396626948,707377090396626948,"[117, 140]",http://pbs.twimg.com/media/CdEbt0NXIAQH3Aa.jpg,https://pbs.twimg.com/media/CdEbt0NXIAQH3Aa.jpg,https://t.co/iKThgKnW1j,pic.twitter.com/iKThgKnW1j,https://twitter.com/dog_rates/status/707377100785885184/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,707377100785885184
1008,,[],,,707315908499415040,707315908499415040,"[99, 122]",http://pbs.twimg.com/media/CdDkEj4XIAA-Tqd.jpg,https://pbs.twimg.com/media/CdDkEj4XIAA-Tqd.jpg,https://t.co/BjpOa52jQ4,pic.twitter.com/BjpOa52jQ4,https://twitter.com/dog_rates/status/707315916783140866/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707315916783140866
1009,,[],,,707297296074072065,707297296074072065,"[116, 139]",http://pbs.twimg.com/media/CdDTJLMW4AEST--.jpg,https://pbs.twimg.com/media/CdDTJLMW4AEST--.jpg,https://t.co/B6dmZmJBdK,pic.twitter.com/B6dmZmJBdK,https://twitter.com/dog_rates/status/707297311098011648/photo/1,photo,150,150,crop,818,1024,fit,543,680,fit,818,1024,fit,707297311098011648
1010,,[],,,707059520279810048,707059520279810048,"[105, 128]",http://pbs.twimg.com/media/Cc_64zVWEAAeXs7.jpg,https://pbs.twimg.com/media/Cc_64zVWEAAeXs7.jpg,https://t.co/D7rorf4YKL,pic.twitter.com/D7rorf4YKL,https://twitter.com/dog_rates/status/707059547140169728/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707059547140169728
1011,,[],,,707038182748119040,707038182748119040,"[94, 117]",http://pbs.twimg.com/media/Cc_ney1W4AANuY3.jpg,https://pbs.twimg.com/media/Cc_ney1W4AANuY3.jpg,https://t.co/z0cs7E4Xjj,pic.twitter.com/z0cs7E4Xjj,https://twitter.com/dog_rates/status/707038192327901184/photo/1,photo,150,150,crop,825,1200,fit,468,680,fit,1024,1489,fit,707038192327901184
1012,,[],,,707020843742838786,707020843742838786,"[97, 120]",http://pbs.twimg.com/media/Cc_XtiAWwAIxRXG.jpg,https://pbs.twimg.com/media/Cc_XtiAWwAIxRXG.jpg,https://t.co/gHtW5cgyy7,pic.twitter.com/gHtW5cgyy7,https://twitter.com/dog_rates/status/707021089608753152/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,707021089608753152
1013,,[],,,707014226158751746,707014226158751746,"[110, 133]",http://pbs.twimg.com/media/Cc_RsVlXEAIzzlX.jpg,https://pbs.twimg.com/media/Cc_RsVlXEAIzzlX.jpg,https://t.co/15yCmd43zU,pic.twitter.com/15yCmd43zU,https://twitter.com/dog_rates/status/707014260413456384/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,707014260413456384
1014,,[],,,706901753699155968,706901753699155968,"[111, 134]",http://pbs.twimg.com/media/Cc9rZlBWwAA56Ra.jpg,https://pbs.twimg.com/media/Cc9rZlBWwAA56Ra.jpg,https://t.co/FMUxir5pYu,pic.twitter.com/FMUxir5pYu,https://twitter.com/dog_rates/status/706901761596989440/photo/1,photo,150,150,crop,675,1200,fit,383,680,fit,1024,1820,fit,706901761596989440
1015,,[],,,706681899490680832,706681899490680832,"[112, 135]",http://pbs.twimg.com/media/Cc6jcYRXIAAFuox.jpg,https://pbs.twimg.com/media/Cc6jcYRXIAAFuox.jpg,https://t.co/CFPIcGcwJv,pic.twitter.com/CFPIcGcwJv,https://twitter.com/dog_rates/status/706681918348251136/photo/1,photo,150,150,crop,1200,900,fit,680,510,fit,2048,1536,fit,706681918348251136
1016,,[],,,706644797256241152,706644797256241152,"[117, 140]",http://pbs.twimg.com/ext_tw_video_thumb/706644797256241152/pu/img/NTqvmIUQExGmKFSR.jpg,https://pbs.twimg.com/ext_tw_video_thumb/706644797256241152/pu/img/NTqvmIUQExGmKFSR.jpg,https://t.co/cdOkfEpjFw,pic.twitter.com/cdOkfEpjFw,https://twitter.com/dog_rates/status/706644897839910912/video/1,photo,150,150,crop,288,420,fit,288,420,fit,288,420,fit,706644897839910912
1017,,[],,,706593029277294592,706593029277294592,"[79, 102]",http://pbs.twimg.com/media/Cc5Snc7XIAAMidF.jpg,https://pbs.twimg.com/media/Cc5Snc7XIAAMidF.jpg,https://t.co/6aJrjKfNqX,pic.twitter.com/6aJrjKfNqX,https://twitter.com/dog_rates/status/706593038911545345/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,706593038911545345
1018,,[],,,706537990542254082,706537990542254082,"[117, 140]",http://pbs.twimg.com/media/Cc4gjxqW4AIoThO.jpg,https://pbs.twimg.com/media/Cc4gjxqW4AIoThO.jpg,https://t.co/bxjO45rXKd,pic.twitter.com/bxjO45rXKd,https://twitter.com/dog_rates/status/706538006853918722/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,706538006853918722
1019,,[],,,706516523993731073,706516523993731073,"[103, 126]",http://pbs.twimg.com/media/Cc4NCQiXEAEx2eJ.jpg,https://pbs.twimg.com/media/Cc4NCQiXEAEx2eJ.jpg,https://t.co/KUS0xl7XIp,pic.twitter.com/KUS0xl7XIp,https://twitter.com/dog_rates/status/706516534877929472/photo/1,photo,150,150,crop,1024,1024,fit,680,680,fit,1024,1024,fit,706516534877929472
1020,,[],,,706346354252095488,706346354252095488,"[67, 90]",http://pbs.twimg.com/media/Cc1yRE2WoAAgxFQ.jpg,https://pbs.twimg.com/media/Cc1yRE2WoAAgxFQ.jpg,https://t.co/VZV6oMJmU6,pic.twitter.com/VZV6oMJmU6,https://twitter.com/dog_rates/status/706346369204748288/photo/1,photo,150,150,crop,720,960,fit,510,680,fit,720,960,fit,706346369204748288
1021,,[],,,706310002273869824,706310002273869824,"[84, 107]",http://pbs.twimg.com/media/Cc1RNHLW4AACG6H.jpg,https://pbs.twimg.com/media/Cc1RNHLW4AACG6H.jpg,https://t.co/GGmcTIkBbf,pic.twitter.com/GGmcTIkBbf,https://twitter.com/dog_rates/status/706310011488698368/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,706310011488698368
1022,,[],,,706290925690097664,706290925690097664,"[107, 130]",http://pbs.twimg.com/media/Cc0_2tXXEAA2iTY.jpg,https://pbs.twimg.com/media/Cc0_2tXXEAA2iTY.jpg,https://t.co/qy33OBcexg,pic.twitter.com/qy33OBcexg,https://twitter.com/dog_rates/status/706291001778950144/photo/1,photo,150,150,crop,1024,1024,fit,680,680,fit,1024,1024,fit,706291001778950144
1023,,[],,,706265991110590465,706265991110590465,"[116, 139]",http://pbs.twimg.com/media/Cc0pLU0WAAEfGEw.jpg,https://pbs.twimg.com/media/Cc0pLU0WAAEfGEw.jpg,https://t.co/lA6a8GefrV,pic.twitter.com/lA6a8GefrV,https://twitter.com/dog_rates/status/706265994973601792/photo/1,photo,150,150,crop,560,856,fit,445,680,fit,560,856,fit,706265994973601792
1024,,[],,,706166462331920384,706166462331920384,"[110, 133]",http://pbs.twimg.com/media/CczOp_OWoAAo5zR.jpg,https://pbs.twimg.com/media/CczOp_OWoAAo5zR.jpg,https://t.co/sA7P3JSqiv,pic.twitter.com/sA7P3JSqiv,https://twitter.com/dog_rates/status/706166467411222528/photo/1,photo,150,150,crop,620,465,fit,620,465,fit,620,465,fit,706166467411222528
1025,,[],,,705975037652836353,705975037652836353,"[114, 137]",http://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,https://t.co/cfn81n3FLO,pic.twitter.com/cfn81n3FLO,https://twitter.com/dog_rates/status/705975130514706432/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,705975130514706432
1026,,[],,,705970342242729984,705970342242729984,"[116, 139]",http://pbs.twimg.com/media/CcwcSS9WwAALE4f.jpg,https://pbs.twimg.com/media/CcwcSS9WwAALE4f.jpg,https://t.co/8tjnz1L8DI,pic.twitter.com/8tjnz1L8DI,https://twitter.com/dog_rates/status/705970349788291072/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,705970349788291072
1027,,[],,,705898672375132160,705898672375132160,"[117, 140]",http://pbs.twimg.com/media/CcvbGj5W8AARjB6.jpg,https://pbs.twimg.com/media/CcvbGj5W8AARjB6.jpg,https://t.co/c67nUjwmFs,pic.twitter.com/c67nUjwmFs,https://twitter.com/dog_rates/status/705898680587526145/photo/1,photo,150,150,crop,1024,682,fit,680,453,fit,1024,682,fit,705898680587526145
1028,,[],,,705786528321044482,705786528321044482,"[45, 68]",http://pbs.twimg.com/media/Cct1G6vVAAI9ZjF.jpg,https://pbs.twimg.com/media/Cct1G6vVAAI9ZjF.jpg,https://t.co/xwPE9faVZR,pic.twitter.com/xwPE9faVZR,https://twitter.com/dog_rates/status/705786532653883392/photo/1,photo,150,150,crop,639,1135,fit,383,680,fit,639,1135,fit,705786532653883392
1029,,[],,,705591886233235456,705591886233235456,"[86, 109]",http://pbs.twimg.com/media/CcrEFQdUcAA7CJf.jpg,https://pbs.twimg.com/media/CcrEFQdUcAA7CJf.jpg,https://t.co/nPTBsdm3BF,pic.twitter.com/nPTBsdm3BF,https://twitter.com/dog_rates/status/705591895322394625/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,705591895322394625
1030,,[],,,705475939698868224,705475939698868224,"[80, 103]",http://pbs.twimg.com/media/CcpaoR9WAAAKlJJ.jpg,https://pbs.twimg.com/media/CcpaoR9WAAAKlJJ.jpg,https://t.co/zQUuVu812n,pic.twitter.com/zQUuVu812n,https://twitter.com/dog_rates/status/705475953783398401/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,705475953783398401
1031,,[],,,705442513113522177,705442513113522177,"[67, 90]",http://pbs.twimg.com/media/Cco8OmOXIAE0aCu.jpg,https://pbs.twimg.com/media/Cco8OmOXIAE0aCu.jpg,https://t.co/EEIkAGVY64,pic.twitter.com/EEIkAGVY64,https://twitter.com/dog_rates/status/705442520700944385/photo/1,photo,150,150,crop,1024,816,fit,680,542,fit,1024,816,fit,705442520700944385
1032,,[],,,705428418666635264,705428418666635264,"[116, 139]",http://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,https://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,https://t.co/ih6epBOxIA,pic.twitter.com/ih6epBOxIA,https://twitter.com/dog_rates/status/705428427625635840/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,705428427625635840
1033,,[],,,705239205698531328,705239205698531328,"[93, 116]",http://pbs.twimg.com/media/CcmDUjFW8AAqAjc.jpg,https://pbs.twimg.com/media/CcmDUjFW8AAqAjc.jpg,https://t.co/wnsblfu7XE,pic.twitter.com/wnsblfu7XE,https://twitter.com/dog_rates/status/705239209544720384/photo/1,photo,150,150,crop,576,751,fit,522,680,fit,576,751,fit,705239209544720384
1034,,[],,,705223427129409536,705223427129409536,"[41, 64]",http://pbs.twimg.com/media/Ccl0-HVVAAAf8aK.jpg,https://pbs.twimg.com/media/Ccl0-HVVAAAf8aK.jpg,https://t.co/YMkxhGWUqv,pic.twitter.com/YMkxhGWUqv,https://twitter.com/dog_rates/status/705223444686888960/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,705223444686888960
1035,,[],,,705102425103839232,705102425103839232,"[71, 94]",http://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,https://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,https://t.co/Pg18CDFC7Z,pic.twitter.com/Pg18CDFC7Z,https://twitter.com/dog_rates/status/705102439679201280/photo/1,photo,150,150,crop,1024,816,fit,680,542,fit,1024,816,fit,705102439679201280
1036,,[],,,705066010735464451,705066010735464451,"[112, 135]",http://pbs.twimg.com/media/CcjlzRkW0AMqmWg.jpg,https://pbs.twimg.com/media/CcjlzRkW0AMqmWg.jpg,https://t.co/VA6jnNUyuW,pic.twitter.com/VA6jnNUyuW,https://twitter.com/dog_rates/status/705066031337840642/photo/1,photo,150,150,crop,640,1136,fit,383,680,fit,640,1136,fit,705066031337840642
1037,,[],,,704871447097905152,704871447097905152,"[30, 53]",http://pbs.twimg.com/media/Ccg02LiWEAAJHw1.jpg,https://pbs.twimg.com/media/Ccg02LiWEAAJHw1.jpg,https://t.co/mIQ1KoVsmU,pic.twitter.com/mIQ1KoVsmU,https://twitter.com/dog_rates/status/704871453724954624/photo/1,photo,150,150,crop,672,779,fit,587,680,fit,672,779,fit,704871453724954624
1038,,[],,,704859541930962945,704859541930962945,"[91, 114]",http://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,https://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,https://t.co/81mvJ0rGRu,pic.twitter.com/81mvJ0rGRu,https://twitter.com/dog_rates/status/704859558691414016/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,704859558691414016
1039,,[],,,704847907636305920,704847907636305920,"[57, 80]",http://pbs.twimg.com/media/CcgfcANW4AA9hzr.jpg,https://pbs.twimg.com/media/CcgfcANW4AA9hzr.jpg,https://t.co/kQPVxqA3gq,pic.twitter.com/kQPVxqA3gq,https://twitter.com/dog_rates/status/704847917308362754/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,704847917308362754
1040,,[],,,704819829430218752,704819829430218752,"[114, 137]",http://pbs.twimg.com/media/CcgF5ovW8AACrEU.jpg,https://pbs.twimg.com/media/CcgF5ovW8AACrEU.jpg,https://t.co/EatAd8JhyW,pic.twitter.com/EatAd8JhyW,https://twitter.com/dog_rates/status/704819833553219584/photo/1,photo,150,150,crop,571,874,fit,444,680,fit,571,874,fit,704819833553219584
1041,,[],,,704761116849774592,704761116849774592,"[116, 139]",http://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,https://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,https://t.co/Lu0ECu5tO5,pic.twitter.com/Lu0ECu5tO5,https://twitter.com/dog_rates/status/704761120771465216/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,704761120771465216
1042,,[],,,704499780106493952,704499780106493952,"[69, 92]",http://pbs.twimg.com/media/Ccbi0UGWoAA4fwg.jpg,https://pbs.twimg.com/media/Ccbi0UGWoAA4fwg.jpg,https://t.co/dlF93GLnDc,pic.twitter.com/dlF93GLnDc,https://twitter.com/dog_rates/status/704499785726889984/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1024,1365,fit,704499785726889984
1043,,[],,,704480327234953220,704480327234953220,"[116, 139]",http://pbs.twimg.com/media/CcbRIAgXIAQaKHQ.jpg,https://pbs.twimg.com/media/CcbRIAgXIAQaKHQ.jpg,https://t.co/qv6qlEUCEe,pic.twitter.com/qv6qlEUCEe,https://twitter.com/dog_rates/status/704480331685040129/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,704480331685040129
1044,,[],,,704364642517262336,704364642517262336,"[98, 121]",http://pbs.twimg.com/media/CcZn6RWWIAAmOZG.jpg,https://pbs.twimg.com/media/CcZn6RWWIAAmOZG.jpg,https://t.co/5zX5XD3i6K,pic.twitter.com/5zX5XD3i6K,https://twitter.com/dog_rates/status/704364645503647744/photo/1,photo,150,150,crop,250,333,fit,250,333,fit,250,333,fit,704364645503647744
1045,,[],,,704347313985228800,704347313985228800,"[116, 139]",http://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,https://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,https://t.co/INphk4ltkZ,pic.twitter.com/INphk4ltkZ,https://twitter.com/dog_rates/status/704347321748819968/photo/1,photo,150,150,crop,704,1024,fit,468,680,fit,704,1024,fit,704347321748819968
1046,,[],,,704113287844098048,704113287844098048,"[117, 140]",http://pbs.twimg.com/media/CcWDTgOUcAA7Ia9.jpg,https://pbs.twimg.com/media/CcWDTgOUcAA7Ia9.jpg,https://t.co/XpYMBQ1FD8,pic.twitter.com/XpYMBQ1FD8,https://twitter.com/dog_rates/status/704113298707505153/photo/1,photo,150,150,crop,1024,629,fit,680,418,fit,1024,629,fit,704113298707505153
1047,,[],,,704054834471833603,704054834471833603,"[59, 82]",http://pbs.twimg.com/media/CcVOJEcXEAM0FHL.jpg,https://pbs.twimg.com/media/CcVOJEcXEAM0FHL.jpg,https://t.co/9dpcw6MdWa,pic.twitter.com/9dpcw6MdWa,https://twitter.com/dog_rates/status/704054845121142784/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,704054845121142784
1048,,[],,,703774235978817536,703774235978817536,"[40, 63]",http://pbs.twimg.com/media/CcRO8FmW4AAzazk.jpg,https://pbs.twimg.com/media/CcRO8FmW4AAzazk.jpg,https://t.co/ZvxdB4i9AG,pic.twitter.com/ZvxdB4i9AG,https://twitter.com/dog_rates/status/703774238772166656/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,703774238772166656
1049,,[],,,703769060060884992,703769060060884992,"[105, 128]",http://pbs.twimg.com/media/CcRKOzzW8AAAUeS.jpg,https://pbs.twimg.com/media/CcRKOzzW8AAAUeS.jpg,https://t.co/QQZDCYl6zT,pic.twitter.com/QQZDCYl6zT,https://twitter.com/dog_rates/status/703769065844768768/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,703769065844768768
1050,,[],,,703631691173269505,703631691173269505,"[112, 135]",http://pbs.twimg.com/media/CcPNS40XEAEMynr.jpg,https://pbs.twimg.com/media/CcPNS40XEAEMynr.jpg,https://t.co/XTVbSRdvcp,pic.twitter.com/XTVbSRdvcp,https://twitter.com/dog_rates/status/703631701117943808/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,703631701117943808
